,protein_id,path_id,main,sub,path,ecpath
2348,WP_011133245.1,K04567,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K04567  KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]"
2349,WP_011133246.1,K11329,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K11329  rpaB; two-component system, OmpR family, response regulator RpaB"
2350,WP_011133246.1,K11329,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K11329  rpaB; two-component system, OmpR family, response regulator RpaB"
2351,WP_011133247.1,,,,,
2352,WP_011133248.1,K03570,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03570  mreC; rod shape-determining protein MreC
2353,WP_011133249.1,K03569,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03569  mreB; rod shape-determining protein MreB and related proteins
2354,WP_011133249.1,K03569,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],K03569  mreB; rod shape-determining protein MreB and related proteins
2355,WP_011133249.1,K03569,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K03569  mreB; rod shape-determining protein MreB and related proteins
2356,WP_011133250.1,K03111,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K03111  ssb; single-strand DNA-binding protein
2357,WP_011133250.1,K03111,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],K03111  ssb; single-strand DNA-binding protein
2358,WP_011133250.1,K03111,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K03111  ssb; single-strand DNA-binding protein
2359,WP_011133250.1,K03111,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K03111  ssb; single-strand DNA-binding protein
2360,WP_011133250.1,K03111,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03111  ssb; single-strand DNA-binding protein
2361,WP_011133250.1,K03111,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],K03111  ssb; single-strand DNA-binding protein
2362,WP_011133251.1,,,,,
2363,WP_011133252.1,K01251,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K01251  E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]"
2364,WP_011133252.1,K01251,09180 Brite Hierarchies,09181 Protein families: metabolism,01009 Protein phosphatases and associated proteins [BR:ko01009],"K01251  E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]"
2365,WP_011133252.1,K01251,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01251  E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]"
2366,WP_011133253.1,K06925,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06925  tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
2367,WP_011133254.1,K00847,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],"K00847  E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
2368,WP_011133254.1,K00847,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],"K00847  E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
2369,WP_011133254.1,K00847,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K00847  E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
2370,WP_011133255.1,,,,,
2371,WP_011133256.1,K03087,09140 Cellular Processes,09145 Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],K03087  rpoS; RNA polymerase nonessential primary-like sigma factor
2372,WP_011133256.1,K03087,09140 Cellular Processes,09145 Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026],K03087  rpoS; RNA polymerase nonessential primary-like sigma factor
2373,WP_011133256.1,K03087,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K03087  rpoS; RNA polymerase nonessential primary-like sigma factor
2374,WP_011133257.1,K06213,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K06213  mgtE; magnesium transporter
2375,WP_011133258.1,,,,,
2376,WP_011133259.1,K06199,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K06199  crcB, FEX; fluoride exporter"
2377,WP_011133260.1,,,,,
2378,WP_011133261.1,K02470,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02470  gyrB; DNA gyrase subunit B [EC:5.6.2.2]
2379,WP_011133261.1,K02470,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K02470  gyrB; DNA gyrase subunit B [EC:5.6.2.2]
2380,WP_011133262.1,K00791,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00908 Zeatin biosynthesis [PATH:ko00908],"K00791  miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]"
2381,WP_011133262.1,K00791,09180 Brite Hierarchies,09181 Protein families: metabolism,01006 Prenyltransferases [BR:ko01006],"K00791  miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]"
2382,WP_011133262.1,K00791,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K00791  miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]"
2383,WP_011133263.1,K02520,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],"K02520  infC, MTIF3; translation initiation factor IF-3"
2384,WP_011133263.1,K02520,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K02520  infC, MTIF3; translation initiation factor IF-3"
2385,WP_011133264.1,K07978,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],K07978  plmA; GntR family transcriptional regulator
2386,WP_011133265.1,K00640,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K00640  cysE; serine O-acetyltransferase [EC:2.3.1.30]
2387,WP_011133265.1,K00640,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K00640  cysE; serine O-acetyltransferase [EC:2.3.1.30]
2388,WP_011133265.1,K00640,09140 Cellular Processes,09145 Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],K00640  cysE; serine O-acetyltransferase [EC:2.3.1.30]
2389,WP_011133266.1,K03070,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03070  secA; preprotein translocase subunit SecA [EC:7.4.2.8]
2390,WP_011133266.1,K03070,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03070  secA; preprotein translocase subunit SecA [EC:7.4.2.8]
2391,WP_011133266.1,K03070,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K03070  secA; preprotein translocase subunit SecA [EC:7.4.2.8]
2392,WP_011133266.1,K03070,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03070  secA; preprotein translocase subunit SecA [EC:7.4.2.8]
2393,WP_011133267.1,,,,,
2394,WP_011133268.1,,,,,
2395,WP_011133269.1,,,,,
2396,WP_011133270.1,K00794,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740],"K00794  ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
2397,WP_011133271.1,,,,,
2398,WP_011133272.1,K03555,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],K03555  mutS; DNA mismatch repair protein MutS
2399,WP_011133272.1,K03555,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03555  mutS; DNA mismatch repair protein MutS
2400,WP_011133273.1,K06042,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K06042  cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
2401,WP_011133274.1,K02340,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K02340  holA; DNA polymerase III subunit delta [EC:2.7.7.7]
2402,WP_011133274.1,K02340,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],K02340  holA; DNA polymerase III subunit delta [EC:2.7.7.7]
2403,WP_011133274.1,K02340,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K02340  holA; DNA polymerase III subunit delta [EC:2.7.7.7]
2404,WP_011133274.1,K02340,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02340  holA; DNA polymerase III subunit delta [EC:2.7.7.7]
2405,WP_011133274.1,K02340,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K02340  holA; DNA polymerase III subunit delta [EC:2.7.7.7]
2406,WP_011133275.1,K00928,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K00928  lysC; aspartate kinase [EC:2.7.2.4]
2407,WP_011133275.1,K00928,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K00928  lysC; aspartate kinase [EC:2.7.2.4]
2408,WP_011133275.1,K00928,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],K00928  lysC; aspartate kinase [EC:2.7.2.4]
2409,WP_011133275.1,K00928,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261],K00928  lysC; aspartate kinase [EC:2.7.2.4]
2410,WP_011133276.1,K03702,09120 Genetic Information Processing,09124 Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],K03702  uvrB; excinuclease ABC subunit B
2411,WP_011133276.1,K03702,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03702  uvrB; excinuclease ABC subunit B
2412,WP_011133278.1,K04075,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K04075  tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]"
2413,WP_011133279.1,K12574,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],K12574  rnj; ribonuclease J [EC:3.1.-.-]
2414,WP_011133279.1,K12574,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],K12574  rnj; ribonuclease J [EC:3.1.-.-]
2415,WP_011133280.1,K01714,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],K01714  dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
2416,WP_011133280.1,K01714,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261],K01714  dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
2417,WP_011133281.1,K00133,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
2418,WP_011133281.1,K00133,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
2419,WP_011133281.1,K00133,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
2420,WP_011133281.1,K00133,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261],K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
2421,WP_011133282.1,K03545,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K03545  tig; trigger factor
2422,WP_011133284.1,K03544,09140 Cellular Processes,09143 Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112],"K03544  clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"
2423,WP_011133284.1,K03544,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K03544  clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"
2424,WP_011133285.1,K02343,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K02343  dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
2425,WP_011133285.1,K02343,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],K02343  dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
2426,WP_011133285.1,K02343,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K02343  dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
2427,WP_011133285.1,K02343,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02343  dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
2428,WP_011133285.1,K02343,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K02343  dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
2429,WP_011133286.1,K19003,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],"K19003  mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]"
2430,WP_011133286.1,K19003,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],"K19003  mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]"
2431,WP_011133287.1,,,,,
2432,WP_011133288.1,K02916,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02916  RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35"
2433,WP_011133288.1,K02916,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02916  RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35"
2434,WP_011133289.1,K02887,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02887  RP-L20, MRPL20, rplT; large subunit ribosomal protein L20"
2435,WP_011133289.1,K02887,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02887  RP-L20, MRPL20, rplT; large subunit ribosomal protein L20"
2436,WP_011133290.1,,,,,
2437,WP_011133291.1,K03149,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K03149  thiG; thiazole synthase [EC:2.8.1.10]
2438,WP_011133292.1,K06118,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K06118  SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]"
2439,WP_011133292.1,K06118,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],"K06118  SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]"
2440,WP_011133293.1,,,,,
2441,WP_011133294.1,,,,,
2442,WP_011133295.1,K00281,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K00281  GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]"
2443,WP_011133295.1,K00281,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00281  GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]"
2444,WP_011133296.1,K02437,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K02437  gcvH, GCSH; glycine cleavage system H protein"
2445,WP_011133296.1,K02437,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K02437  gcvH, GCSH; glycine cleavage system H protein"
2446,WP_011133297.1,,,,,
2447,WP_011133298.1,,,,,
2448,WP_011133300.1,K02939,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02939  RP-L9, MRPL9, rplI; large subunit ribosomal protein L9"
2449,WP_011133300.1,K02939,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02939  RP-L9, MRPL9, rplI; large subunit ribosomal protein L9"
2450,WP_011133301.1,K02314,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K02314  dnaB; replicative DNA helicase [EC:5.6.2.3]
2451,WP_011133301.1,K02314,09140 Cellular Processes,09143 Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112],K02314  dnaB; replicative DNA helicase [EC:5.6.2.3]
2452,WP_011133301.1,K02314,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02314  dnaB; replicative DNA helicase [EC:5.6.2.3]
2453,WP_011133302.1,K03495,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K03495  gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
2454,WP_011133302.1,K03495,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K03495  gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
2455,WP_011133303.1,K03181,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03181  ubiC; chorismate lyase [EC:4.1.3.40]
2456,WP_011133305.1,,,,,
2457,WP_011133306.1,K10747,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
2458,WP_011133306.1,K10747,09120 Genetic Information Processing,09124 Replication and repair,03410 Base excision repair [PATH:ko03410],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
2459,WP_011133306.1,K10747,09120 Genetic Information Processing,09124 Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
2460,WP_011133306.1,K10747,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
2461,WP_011133306.1,K10747,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
2462,WP_011133306.1,K10747,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
2463,WP_011133307.1,,,,,
2464,WP_011133308.1,,,,,
2465,WP_011133309.1,K01873,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01873  VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]"
2466,WP_011133309.1,K01873,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01873  VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]"
2467,WP_011133309.1,K01873,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01873  VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]"
2468,WP_011133310.1,,,,,
2469,WP_011133311.1,,,,,
2470,WP_011133312.1,K00797,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00797  speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
2471,WP_011133312.1,K00797,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],"K00797  speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
2472,WP_011133312.1,K00797,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00797  speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
2473,WP_011133313.1,K01480,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K01480  speB; agmatinase [EC:3.5.3.11]
2474,WP_011133314.1,K00605,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
2475,WP_011133314.1,K00605,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
2476,WP_011133314.1,K00605,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],"K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
2477,WP_011133315.1,K01876,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01876  DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]"
2478,WP_011133315.1,K01876,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01876  DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]"
2479,WP_011133315.1,K01876,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01876  DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]"
2480,WP_011133315.1,K01876,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K01876  DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]"
2481,WP_011133316.1,K01937,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K01937  pyrG, CTPS; CTP synthase [EC:6.3.4.2]"
2482,WP_011133317.1,K10026,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K10026  queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
2483,WP_011133317.1,K10026,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K10026  queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
2484,WP_011133318.1,K06920,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K06920  queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
2485,WP_011133318.1,K06920,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06920  queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
2486,WP_011133319.1,K01665,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K01665  pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85]
2487,WP_011133320.1,,,,,
2488,WP_011133322.1,K08151,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K08151  tetA; MFS transporter, DHA1 family, tetracycline resistance protein"
2489,WP_011133322.1,K08151,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,01504 Antimicrobial resistance genes [BR:ko01504],"K08151  tetA; MFS transporter, DHA1 family, tetracycline resistance protein"
2490,WP_011133323.1,K00937,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K00937  ppk1; polyphosphate kinase [EC:2.7.4.1]
2491,WP_011133323.1,K00937,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],K00937  ppk1; polyphosphate kinase [EC:2.7.4.1]
2492,WP_011133323.1,K00937,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],K00937  ppk1; polyphosphate kinase [EC:2.7.4.1]
2493,WP_011133324.1,,,,,
2494,WP_011133326.1,K01626,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K01626  E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
2495,WP_011133326.1,K01626,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],"K01626  E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
2496,WP_011133327.1,K01682,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],K01682  acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
2497,WP_011133327.1,K01682,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01682  acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
2498,WP_011133327.1,K01682,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01682  acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
2499,WP_011133327.1,K01682,09100 Metabolism,09102 Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],K01682  acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
2500,WP_011133328.1,K03281,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99977 Transport,"K03281  TC.CIC; chloride channel protein, CIC family"
2501,WP_011133329.1,K01433,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01433  purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
2502,WP_011133329.1,K01433,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],K01433  purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
2503,WP_011133330.1,,,,,
2504,WP_011133331.1,K04043,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
2505,WP_011133331.1,K04043,09150 Organismal Systems,09149 Aging,04212 Longevity regulating pathway - worm [PATH:ko04212],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
