,protein_id,path_id,main,sub,path,ecpath
4813,WP_061486317.1,K02616,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],K02616  paaX; phenylacetic acid degradation operon negative regulatory protein
4814,WP_061486318.1,K09456,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99983 Lipid metabolism,K09456  aidB; putative acyl-CoA dehydrogenase
4815,WP_061486319.1,,,,,
4816,WP_061486320.1,,,,,
4817,WP_061486321.1,K05851,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K05851  cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]"
4818,WP_061486321.1,K05851,09140 Cellular Processes,09145 Cellular community - prokaryotes,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],"K05851  cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]"
4819,WP_061486321.1,K05851,09140 Cellular Processes,09145 Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026],"K05851  cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]"
4820,WP_061486322.1,,,,,
4821,WP_061486323.1,,,,,
4822,WP_061486326.1,K11177,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K11177  yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
4823,WP_061486327.1,K01061,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00364 Fluorobenzoate degradation [PATH:ko00364],K01061  E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
4824,WP_061486327.1,K01061,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],K01061  E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
4825,WP_061486327.1,K01061,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00623 Toluene degradation [PATH:ko00623],K01061  E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
4826,WP_061486328.1,,,,,
4827,WP_061486329.1,K06937,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K06937  K06937; 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]"
4828,WP_061486330.1,,,,,
4829,WP_061486331.1,,,,,
4830,WP_061486332.1,,,,,
4831,WP_061486333.1,K02035,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein
4832,WP_061486333.1,K02035,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein
4833,WP_061486334.1,K02033,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02033  ABC.PE.P; peptide/nickel transport system permease protein
4834,WP_061486334.1,K02033,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02033  ABC.PE.P; peptide/nickel transport system permease protein
4835,WP_061486335.1,K02034,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02034  ABC.PE.P1; peptide/nickel transport system permease protein
4836,WP_061486335.1,K02034,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02034  ABC.PE.P1; peptide/nickel transport system permease protein
4837,WP_061486336.1,K02031,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02031  ddpD; peptide/nickel transport system ATP-binding protein
4838,WP_061486336.1,K02031,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02031  ddpD; peptide/nickel transport system ATP-binding protein
4839,WP_061486336.1,K02032,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02032  ddpF; peptide/nickel transport system ATP-binding protein
4840,WP_061486336.1,K02032,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02032  ddpF; peptide/nickel transport system ATP-binding protein
4841,WP_061486337.1,,,,,
4842,WP_061486338.1,,,,,
4843,WP_061486339.1,K05520,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K05520  pfpI; protease I [EC:3.5.1.124]
4844,WP_061486340.1,K08219,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K08219  UMF2; MFS transporter, UMF2 family, putative MFS family transporter protein"
4845,WP_061486341.1,K07284,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K07284  srtA; sortase A [EC:3.4.22.70]
4846,WP_061486341.1,K07284,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K07284  srtA; sortase A [EC:3.4.22.70]
4847,WP_061486342.1,K15726,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K15726  czcA, cusA, cnrA; heavy metal efflux system protein"
4848,WP_061486344.1,,,,,
4849,WP_061486345.1,,,,,
4850,WP_061486346.1,K01488,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K01488  add, ADA; adenosine deaminase [EC:3.5.4.4]"
4851,WP_061486346.1,K01488,09160 Human Diseases,09163 Immune disease,05340 Primary immunodeficiency [PATH:ko05340],"K01488  add, ADA; adenosine deaminase [EC:3.5.4.4]"
4852,WP_061486347.1,,,,,
4853,WP_061486348.1,,,,,
4854,WP_061486349.1,,,,,
4855,WP_061486350.1,,,,,
4856,WP_061486351.1,K05522,09120 Genetic Information Processing,09124 Replication and repair,03410 Base excision repair [PATH:ko03410],K05522  nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]
4857,WP_061486351.1,K05522,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K05522  nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]
4858,WP_061486352.1,,,,,
4859,WP_061486353.1,,,,,
4860,WP_061486354.1,K03654,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],K03654  recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
4861,WP_061486354.1,K03654,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],K03654  recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
4862,WP_061486354.1,K03654,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03654  recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
4863,WP_061486355.1,,,,,
4864,WP_061486356.1,,,,,
4865,WP_061486357.1,K11354,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K11354  cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]"
4866,WP_061486357.1,K11354,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K11354  cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]"
4867,WP_061486357.1,K11354,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K11354  cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]"
4868,WP_061486358.1,K21430,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K21430  yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
4869,WP_061486359.1,,,,,
4870,WP_061486360.1,,,,,
4871,WP_061486361.1,,,,,
4872,WP_061486362.1,,,,,
4873,WP_061486363.1,,,,,
4874,WP_061486365.1,,,,,
4875,WP_061486366.1,K00281,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K00281  GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]"
4876,WP_061486366.1,K00281,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00281  GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]"
4877,WP_061486367.1,K00605,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
4878,WP_061486367.1,K00605,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
4879,WP_061486367.1,K00605,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],"K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
4880,WP_061486368.1,K02429,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K02429  fucP; MFS transporter, FHS family, L-fucose permease"
4881,WP_061486369.1,K01443,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K01443  nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]"
4882,WP_061486370.1,K00820,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K00820  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"
4883,WP_061486370.1,K00820,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K00820  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"
4884,WP_061486370.1,K00820,09160 Human Diseases,09166 Cardiovascular disease,05415 Diabetic cardiomyopathy [PATH:ko05415],"K00820  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"
4885,WP_061486370.1,K00820,09160 Human Diseases,09167 Endocrine and metabolic disease,04931 Insulin resistance [PATH:ko04931],"K00820  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"
4886,WP_061486370.1,K00820,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K00820  glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"
4887,WP_061486371.1,K18676,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K18676  gspK; glucosamine kinase [EC:2.7.1.8]
4888,WP_061486372.1,K12373,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4889,WP_061486372.1,K12373,09100 Metabolism,09103 Lipid metabolism,00600 Sphingolipid metabolism [PATH:ko00600],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4890,WP_061486372.1,K12373,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ko00513],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4891,WP_061486372.1,K12373,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4892,WP_061486372.1,K12373,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00603 Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4893,WP_061486372.1,K12373,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00604 Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4894,WP_061486372.1,K12373,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4895,WP_061486372.1,K12373,09140 Cellular Processes,09141 Transport and catabolism,04142 Lysosome [PATH:ko04142],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4896,WP_061486372.1,K12373,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K12373  HEXA_B; hexosaminidase [EC:3.2.1.52]
4897,WP_061486373.1,K02014,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02014  TC.FEV.OM; iron complex outermembrane recepter protein
4898,WP_061486374.1,,,,,
4899,WP_061486375.1,,,,,
4900,WP_061486376.1,K01271,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01271  pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]
4901,WP_061486377.1,,,,,
4902,WP_061486378.1,,,,,
4903,WP_061486379.1,K18800,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K18800  ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
4904,WP_061486380.1,K03185,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03185  ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
4905,WP_061486381.1,K01262,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01262  pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
4906,WP_061486382.1,,,,,
4907,WP_061486386.1,K07283,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99992 Structural proteins,K07283  ydiY; putative salt-induced outer membrane protein
4908,WP_061486387.1,,,,,
4909,WP_061486388.1,K09797,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09797  K09797; uncharacterized protein
4910,WP_061486389.1,K18298,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K18298  mexE; membrane fusion protein, multidrug efflux system"
4911,WP_061486389.1,K18298,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,01504 Antimicrobial resistance genes [BR:ko01504],"K18298  mexE; membrane fusion protein, multidrug efflux system"
4912,WP_061486390.1,,,,,
4913,WP_061486391.1,K00627,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
4914,WP_061486391.1,K00627,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],"K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
4915,WP_061486391.1,K00627,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
4916,WP_061486392.1,K00163,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],K00163  aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
4917,WP_061486392.1,K00163,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],K00163  aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
4918,WP_061486392.1,K00163,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00163  aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
4919,WP_061486393.1,K03807,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,K03807  ampE; AmpE protein
4920,WP_061486394.1,K03806,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K03806  ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
4921,WP_061486395.1,K06985,09140 Cellular Processes,09143 Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112],K06985  K06985; aspartyl protease family protein
4922,WP_061486396.1,K00767,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],"K00767  nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"
4923,WP_061486398.1,K02654,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K02654  pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
4924,WP_061486398.1,K02654,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],"K02654  pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
4925,WP_061486398.1,K02654,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],"K02654  pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
4926,WP_061486399.1,K00859,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K00859  coaE; dephospho-CoA kinase [EC:2.7.1.24]
4927,WP_061486400.1,K09862,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09862  K09862; uncharacterized protein
4928,WP_061486401.1,K01437,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01437  ASPA, aspA; aspartoacylase [EC:3.5.1.15]"
4929,WP_061486401.1,K01437,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],"K01437  ASPA, aspA; aspartoacylase [EC:3.5.1.15]"
4930,WP_061486402.1,K03574,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K03574  mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]"
4931,WP_061486403.1,K02563,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K02563  murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
4932,WP_061486403.1,K02563,09140 Cellular Processes,09143 Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112],K02563  murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
4933,WP_061486403.1,K02563,09160 Human Diseases,09175 Drug resistance: antimicrobial,01502 Vancomycin resistance [PATH:ko01502],K02563  murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
4934,WP_061486403.1,K02563,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K02563  murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
4935,WP_061486404.1,K01925,09100 Metabolism,09106 Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],K01925  murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
4936,WP_061486404.1,K01925,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K01925  murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
4937,WP_061486404.1,K01925,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K01925  murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
4938,WP_061486405.1,K01929,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],K01929  murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
4939,WP_061486405.1,K01929,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K01929  murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
4940,WP_061486405.1,K01929,09160 Human Diseases,09175 Drug resistance: antimicrobial,01502 Vancomycin resistance [PATH:ko01502],K01929  murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
4941,WP_061486406.1,K01928,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
4942,WP_061486406.1,K01928,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
4943,WP_061486406.1,K01928,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"
4944,WP_061486407.1,K03587,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K03587  ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
4945,WP_061486407.1,K03587,09160 Human Diseases,09175 Drug resistance: antimicrobial,01501 beta-Lactam resistance [PATH:ko01501],K03587  ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
4946,WP_061486407.1,K03587,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K03587  ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
4947,WP_061486407.1,K03587,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03587  ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
4948,WP_061486408.1,,,,,
4949,WP_061486409.1,,,,,
4950,WP_061486410.1,K01273,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01273  DPEP; membrane dipeptidase [EC:3.4.13.19]
4951,WP_061486410.1,K01273,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],K01273  DPEP; membrane dipeptidase [EC:3.4.13.19]
4952,WP_061486410.1,K01273,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,00537 Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],K01273  DPEP; membrane dipeptidase [EC:3.4.13.19]
4953,WP_061486411.1,K07787,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K07787  cusA, silA; copper/silver efflux system protein"
4954,WP_061486411.1,K07787,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K07787  cusA, silA; copper/silver efflux system protein"
4955,WP_061486412.1,K07798,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K07798  cusB, silB; membrane fusion protein, copper/silver efflux system"
4956,WP_061486412.1,K07798,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K07798  cusB, silB; membrane fusion protein, copper/silver efflux system"
4957,WP_061486413.1,,,,,
4958,WP_061486415.1,,,,,
4959,WP_061486416.1,,,,,
4960,WP_061486417.1,K16872,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K16872  E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]
4961,WP_061486418.1,,,,,
4962,WP_061486419.1,,,,,
4963,WP_061486420.1,K06997,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99985 Amino acid metabolism,"K06997  yggS, PROSC; PLP dependent protein"
4964,WP_061486421.1,K00286,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
4965,WP_061486422.1,K00219,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K00219  fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
4966,WP_061486423.1,,,,,
4967,WP_061486424.1,K00799,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4968,WP_061486424.1,K00799,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4969,WP_061486424.1,K00799,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4970,WP_061486424.1,K00799,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4971,WP_061486424.1,K00799,09150 Organismal Systems,09149 Aging,04212 Longevity regulating pathway - worm [PATH:ko04212],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4972,WP_061486424.1,K00799,09160 Human Diseases,09161 Cancer: overview,05200 Pathways in cancer [PATH:ko05200],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4973,WP_061486424.1,K00799,09160 Human Diseases,09161 Cancer: overview,05204 Chemical carcinogenesis - DNA adducts [PATH:ko05204],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4974,WP_061486424.1,K00799,09160 Human Diseases,09161 Cancer: overview,05207 Chemical carcinogenesis - receptor activation [PATH:ko05207],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4975,WP_061486424.1,K00799,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4976,WP_061486424.1,K00799,09160 Human Diseases,09162 Cancer: specific types,05225 Hepatocellular carcinoma [PATH:ko05225],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4977,WP_061486424.1,K00799,09160 Human Diseases,09166 Cardiovascular disease,05418 Fluid shear stress and atherosclerosis [PATH:ko05418],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
4978,WP_061486424.1,K00799,09160 Human Diseases,09176 Drug resistance: antineoplastic,01524 Platinum drug resistance [PATH:ko01524],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]"
